POSTCODE,PC_NAME,PC_TYPE,PA_NAME,PA_FIPS,CITY_TOWN,COUNTY,AREA_SQMI,zipcodenum,PWSID,PWSName,Size,FacilityID,FacilityName,FacilityWaterType,SamplePointID,SamplePointName,SamplePointType,AssociatedFacilityID,AssociatedSamplePointID,CollectionDate,SampleID,ADONA,MRL,Units,MethodID,AnalyticalResultsSign,AnalyticalResultValue,SampleEventCode,MonitoringRequirement,Region,State,UCMR1SampleType,ZIPCODE
"2163",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.12133642,"2163",,,,,,,,,,,,,,,,,,,,,,,,,
"2126",MATTAPAN,NON UNIQUE,MATTAPAN,"07000",BOSTON,SUFFOLK,1.91306305,"2126",,,,,,,,,,,,,,,,,,,,,,,,,
"2723",FALL RIVER,NON UNIQUE,FALL RIVER,"23000",FALL RIVER,BRISTOL,1.84847218,"2723",,,,,,,,,,,,,,,,,,,,,,,,,
"2152",WINTHROP,NON UNIQUE,WINTHROP,"80965","WINTHROP, TOWN OF",SUFFOLK,1.79662941,"2152",,,,,,,,,,,,,,,,,,,,,,,,,
"2461",NEWTON HIGHLANDS,NON UNIQUE,NEWTON HIGHLANDS,"45630",NEWTON,MIDDLESEX,1.38859135,"2461",,,,,,,,,,,,,,,,,,,,,,,,,
"2145",SOMERVILLE,NON UNIQUE,SOMERVILLE,"62535",SOMERVILLE,MIDDLESEX,1.38051682,"2145",,,,,,,,,,,,,,,,,,,,,,,,,
"1850",LOWELL,NON UNIQUE,LOWELL,"37000",LOWELL,MIDDLESEX,1.37072858,"1850",,,,,,,,,,,,,,,,,,,,,,,,,
"2129",CHARLESTOWN,NON UNIQUE,CHARLESTOWN,"12645",BOSTON,SUFFOLK,1.35709143,"2129",,,,,,,,,,,,,,,,,,,,,,,,,
"1503",BERLIN,NON UNIQUE,BERLIN,"05455","BERLIN, TOWN OF",WORCESTER,13.16047963,"1503",,,,,,,,,,,,,,,,,,,,,,,,,
"2026",DEDHAM,NON UNIQUE,DEDHAM,"16530","DEDHAM, TOWN OF",NORFOLK,10.50881137,"2026",,,,,,,,,,,,,,,,,,,,,,,,,
"2114",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.42602022,"2114",,,,,,,,,,,,,,,,,,,,,,,,,
"1103",SPRINGFIELD,NON UNIQUE,SPRINGFIELD,"67000",SPRINGFIELD,HAMPDEN,0.40808293,"1103",,,,,,,,,,,,,,,,,,,,,,,,,
"2142",CAMBRIDGE,NON UNIQUE,CAMBRIDGE,"11000",CAMBRIDGE,MIDDLESEX,0.31911045,"2142",,,,,,,,,,,,,,,,,,,,,,,,,
"1901",LYNN,NON UNIQUE,LYNN,"37490",LYNN,ESSEX,0.28586272,"1901",,,,,,,,,,,,,,,,,,,,,,,,,
"2663",SOUTH WELLFLEET,PO BOX,SOUTH WELLFLEET,"65650","WELLFLEET, TOWN OF",BARNSTABLE,0.28517882,"2663",,,,,,,,,,,,,,,,,,,,,,,,,
"2111",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.28243222,"2111",,,,,,,,,,,,,,,,,,,,,,,,,
"1066",NORTH HATFIELD,PO BOX,NORTH HATFIELD,"48185","HATFIELD, TOWN OF",HAMPSHIRE,0.21951527,"1066",,,,,,,,,,,,,,,,,,,,,,,,,
"1094",WHEELWRIGHT,PO BOX,WHEELWRIGHT,"79180","HARDWICK, TOWN OF",WORCESTER,0.21098569,"1094",,,,,,,,,,,,,,,,,,,,,,,,,
"2532",BUZZARDS BAY,NON UNIQUE,BUZZARDS BAY,"10015","WAREHAM, TOWN OF",PLYMOUTH,2.11024061,"2532",,,,,,,,,,,,,,,,,,,,,,,,,
"2134",ALLSTON,NON UNIQUE,ALLSTON,"01150",BOSTON,SUFFOLK,1.34527948,"2134",,,,,,,,,,,,,,,,,,,,,,,,,
"2446",BROOKLINE,NON UNIQUE,BROOKLINE,"09210","BROOKLINE, TOWN OF",NORFOLK,1.32643741,"2446",,,,,,,,,,,,,,,,,,,,,,,,,
"2110",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.20934213,"2110",,,,,,,,,,,,,,,,,,,,,,,,,
"2020",BRANT ROCK,PO BOX,BRANT ROCK,"07840","MARSHFIELD, TOWN OF",PLYMOUTH,0.19287635,"2020",,,,,,,,,,,,,,,,,,,,,,,,,
"2108",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.18992141,"2108",,,,,,,,,,,,,,,,,,,,,,,,,
"1224",BERKSHIRE,NON UNIQUE,BERKSHIRE,"05315","LANESBOROUGH, TOWN OF",BERKSHIRE,0.18532068,"1224",,,,,,,,,,,,,,,,,,,,,,,,,
"2109",BOSTON,NON UNIQUE,BOSTON,"07000",BOSTON,SUFFOLK,0.1757244,"2109",,,,,,,,,,,,,,,,,,,,,,,,,
"1745",FAYVILLE,NON UNIQUE,FAYVILLE,"23420","SOUTHBOROUGH, TOWN OF",WORCESTER,0.16674924,"1745",,,,,,,,,,,,,,,,,,,,,,,,,
"2350",MONPONSETT,PO BOX,MONPONSETT,"42005","HANSON, TOWN OF",PLYMOUTH,0.16547078,"2350",,,,,,,,,,,,,,,,,,,,,,,,,
"2763",ATTLEBORO FALLS,NON UNIQUE,ATTLEBORO FALLS,"02725","NORTH ATTLEBOROUGH, TOWN OF",BRISTOL,1.32583836,"2763",,,,,,,,,,,,,,,,,,,,,,,,,
"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
